payment_id,loan_id,payment_date,payment_amount,payment_method,payment_status,loan_amount,loan_bucket
15572,8064,2022-11-12,18536.0,Debit Card,Success,265927,Low
15573,17258,2024-05-21,23944.0,Auto Debit,Success,450409,Medium
15574,13129,2025-09-28,2234.0,Auto Debit,Success,273298,Low
15575,6757,2025-08-16,17408.0,Debit Card,Success,403550,Medium
15576,12634,2022-12-05,4363.0,Credit Card,Success,407073,Medium
15577,8178,2022-10-20,16345.0,Credit Card,Success,334182,Medium
15578,27028,2026-04-09,15774.0,UPI,Success,410694,Medium
15579,11640,2025-10-17,1774.0,Debit Card,Success,550411,High
15580,24757,2026-04-26,588.0,Net Banking,Success,509273,High
15581,4854,2025-12-29,19217.0,UPI,Success,374385,Medium
15582,217,2025-02-23,2993.0,Net Banking,Success,601489,High
15583,3587,2022-11-06,19035.0,UPI,Success,326140,Medium
15584,3967,2022-08-11,10933.0,Net Banking,Success,785538,Very High
15585,20510,2025-11-28,19261.0,Net Banking,Success,455209,Medium
15586,12043,2024-08-04,12393.0,Net Banking,Success,786254,Very High
15587,22976,2024-02-10,15180.0,Auto Debit,Success,325001,Medium
15588,29314,2024-09-09,17914.0,UPI,Success,758081,Very High
15589,19222,2023-04-17,21189.0,Credit Card,Success,207696,Low
15590,24206,2022-06-15,6450.0,Auto Debit,Success,621293,High
15591,29880,2023-09-23,15063.0,Credit Card,Success,690874,Very High
15592,24066,2025-11-15,21724.0,UPI,Pending,705494,Very High
15593,25916,2024-07-13,9735.0,Auto Debit,Success,554555,High
15594,29874,2025-11-11,14134.0,Credit Card,Success,293389,Low
15595,3225,2022-03-29,15136.0,Debit Card,Success,312740,Low
15596,18047,2024-11-27,13756.0,Credit Card,Success,67342,Very Low
15597,28864,2023-01-27,14958.0,Credit Card,Failed,154681,Very Low
15598,8444,2024-11-13,11613.0,Auto Debit,Success,472002,Medium
15599,1456,2025-03-11,9313.0,Net Banking,Success,563667,High
15600,18857,2025-09-30,17442.0,Net Banking,Success,706284,Very High
15601,6782,2022-08-22,5350.0,Debit Card,Success,222183,Low
15602,15032,2022-10-20,862.0,Auto Debit,Success,272820,Low
15603,28134,2024-01-09,21603.0,Credit Card,Success,495756,High
15604,28899,2022-02-10,4322.0,UPI,Success,475820,Medium
15605,15321,2025-07-18,18911.0,Debit Card,Success,661462,Very High
15606,9644,2025-05-19,3822.0,Auto Debit,Success,562461,High
15607,14885,2025-01-15,10691.0,Credit Card,Pending,79649,Very Low
15608,18262,2025-10-27,12026.0,Net Banking,Success,768423,Very High
15609,18670,2023-12-13,6964.0,Credit Card,Success,183852,Low
15610,1064,2024-03-01,2870.0,Debit Card,Failed,153220,Very Low
15611,4316,2023-05-28,178.0,Credit Card,Failed,264126,Low
15612,3020,2024-12-09,5095.0,UPI,Success,195906,Low
15613,23959,2024-10-09,4633.0,Credit Card,Success,688839,Very High
15614,23119,2024-08-02,2720.0,UPI,Success,555591,High
15615,5347,2022-01-19,1789.0,Net Banking,Success,716422,Very High
15616,11762,2024-10-24,7720.0,UPI,Success,348562,Medium
15617,9839,2024-12-29,161.0,Auto Debit,Success,245955,Low
15618,1768,2025-10-08,8663.0,UPI,Success,746180,Very High
15619,29961,2024-08-16,10690.0,UPI,Success,74414,Very Low
15620,17733,2024-05-08,18265.0,Credit Card,Success,706365,Very High
15621,7217,2023-12-09,13447.0,Credit Card,Success,610784,High
15622,28455,2022-10-13,15437.0,Net Banking,Success,320917,Medium
15623,10476,2026-02-06,17164.0,UPI,Success,484310,High
15624,20423,2022-11-04,21009.0,Credit Card,Success,794697,Very High
15625,20845,2023-05-18,24195.0,Debit Card,Success,633141,High
15626,14682,2023-02-16,709.0,Auto Debit,Success,88475,Very Low
15627,20493,2022-10-11,9102.0,Credit Card,Success,351185,Medium
15628,18041,2025-03-20,10772.0,UPI,Success,604574,High
15629,9034,2023-10-23,22608.0,Auto Debit,Failed,186459,Low
15630,8038,2024-05-09,11769.0,Credit Card,Success,763078,Very High
15631,9507,2022-07-13,7556.0,Debit Card,Success,170753,Low
15632,10914,2022-05-13,22971.0,Debit Card,Success,371140,Medium
15633,28368,2024-05-09,9991.0,UPI,Success,626772,High
15634,26963,2022-04-20,24690.0,Debit Card,Success,335615,Medium
15635,14045,2026-03-24,19016.0,Auto Debit,Success,723582,Very High
15636,8977,2022-02-07,10435.0,UPI,Success,369621,Medium
15637,18654,2023-04-20,10416.0,UPI,Success,564136,High
15638,21963,2024-02-03,17804.0,Credit Card,Success,62720,Very Low
15639,6627,2023-09-17,1392.0,Debit Card,Success,121558,Very Low
15640,14868,2023-01-08,19598.0,UPI,Success,86112,Very Low
15641,24227,2022-05-12,13396.0,Auto Debit,Pending,89082,Very Low
15642,20414,2025-06-11,22595.0,UPI,Success,27361,Very Low
15643,19768,2024-02-23,8981.0,Net Banking,Success,651939,Very High
15644,16462,2023-09-03,20542.0,UPI,Pending,211020,Low
15645,18468,2025-12-25,7185.0,Net Banking,Success,587658,High
15646,11242,2023-04-07,24832.0,UPI,Success,495396,High
15647,16623,2025-05-11,765.0,Credit Card,Success,120264,Very Low
15648,13486,2024-01-19,3255.0,Auto Debit,Success,660031,Very High
15649,15405,2022-09-25,2779.0,Credit Card,Success,422577,Medium
15650,10543,2022-04-01,19988.0,UPI,Success,567378,High
15651,14707,2022-10-12,24471.0,Auto Debit,Failed,66029,Very Low
15652,29108,2024-08-02,22125.0,Net Banking,Success,47525,Very Low
15653,14786,2022-10-18,11646.0,Debit Card,Success,505586,High
15654,29168,2023-07-02,3228.0,Debit Card,Success,238510,Low
15655,5831,2022-11-12,7194.0,Net Banking,Success,590378,High
15656,22479,2024-07-03,18055.0,Credit Card,Success,451341,Medium
15657,14101,2023-03-18,6221.0,Net Banking,Success,343863,Medium
15658,21545,2025-01-05,9177.0,UPI,Success,291473,Low
15659,4364,2023-01-17,16723.0,Net Banking,Success,113469,Very Low
15660,1719,2025-10-05,1945.0,Debit Card,Success,129462,Very Low
15661,25726,2024-09-04,12341.0,Credit Card,Success,720523,Very High
15662,6846,2022-10-19,15420.0,Credit Card,Success,170752,Low
15663,14467,2026-02-13,20457.0,Credit Card,Success,782578,Very High
15664,9967,2024-03-07,13208.0,Credit Card,Success,19006,Very Low
15665,13874,2025-11-26,6929.0,Net Banking,Success,647489,Very High
15666,4000,2025-04-23,534.0,UPI,Success,251862,Low
15667,28595,2023-08-03,12181.0,Net Banking,Success,485242,High
15668,3742,2024-03-12,11284.0,Net Banking,Success,417058,Medium
15669,15077,2026-03-14,18472.0,Debit Card,Success,131668,Very Low
15670,26693,2022-11-05,9066.0,Net Banking,Success,551410,High
15671,17135,2023-07-02,24268.0,Credit Card,Success,731575,Very High
15672,5944,2026-02-15,12627.0,UPI,Success,760330,Very High
15673,19306,2024-04-16,12640.0,UPI,Success,131640,Very Low
15674,24371,2023-09-04,4663.0,Credit Card,Success,122516,Very Low
15675,24608,2025-07-29,11642.0,Auto Debit,Success,545587,High
15676,12128,2023-12-08,8787.0,Debit Card,Success,706906,Very High
15677,22510,2024-03-21,6865.0,Credit Card,Success,14794,Very Low
15678,3686,2022-09-28,6411.0,Auto Debit,Success,572627,High
15679,25729,2022-11-17,7430.0,Auto Debit,Success,234114,Low
15680,5343,2025-02-06,2520.0,Net Banking,Success,188056,Low
15681,8845,2024-06-14,1835.0,Credit Card,Success,676157,Very High
15682,4909,2024-02-01,9935.0,Auto Debit,Success,44171,Very Low
15683,25349,2022-07-19,21711.0,Auto Debit,Failed,72393,Very Low
15684,20878,2025-05-31,24587.0,Debit Card,Success,503832,High
15685,27990,2023-04-18,7478.0,Debit Card,Success,315333,Low
15686,26273,2026-02-27,14108.0,Debit Card,Success,336045,Medium
15687,8886,2022-01-09,21733.0,UPI,Success,48218,Very Low
15688,14741,2024-03-13,157.0,Debit Card,Success,391778,Medium
15689,12314,2023-11-22,18013.0,Auto Debit,Success,712928,Very High
15690,23822,2025-09-15,11509.0,Debit Card,Success,682466,Very High
15691,4593,2024-02-07,15245.0,Net Banking,Success,388938,Medium
15692,3035,2023-11-16,23190.0,Auto Debit,Success,220777,Low
15693,28278,2024-11-13,23022.0,Debit Card,Success,455052,Medium
15694,5253,2023-02-15,15402.0,UPI,Failed,460519,Medium
15695,21204,2022-04-26,21656.0,Auto Debit,Success,308903,Low
15696,28101,2026-01-16,11526.0,Auto Debit,Success,341790,Medium
15697,26926,2023-08-13,21337.0,Debit Card,Failed,422011,Medium
15698,23148,2025-12-14,23651.0,UPI,Success,590507,High
15699,26650,2024-02-12,13291.0,Credit Card,Success,231706,Low
15700,2912,2022-03-22,582.0,Auto Debit,Success,501825,High
15701,128,2024-11-27,1180.0,Credit Card,Success,732136,Very High
15702,27296,2023-03-14,5258.0,Debit Card,Success,462763,Medium
15703,7615,2023-09-05,5702.0,UPI,Success,301481,Low
15704,20587,2023-06-23,7801.0,UPI,Success,525767,High
15705,26881,2023-09-09,18794.0,Debit Card,Success,59335,Very Low
15706,18524,2025-01-06,15557.0,Debit Card,Success,475573,Medium
15707,16048,2022-05-27,16597.0,Debit Card,Success,63120,Very Low
15708,29144,2022-05-28,15214.0,UPI,Success,188061,Low
15709,23727,2026-02-17,1810.0,Net Banking,Failed,249476,Low
15710,16238,2022-09-01,12240.0,UPI,Success,310769,Low
15711,15462,2024-05-24,21683.0,Debit Card,Success,722838,Very High
15712,16709,2023-11-18,5315.0,Credit Card,Success,285299,Low
15713,29930,2025-08-27,9520.0,Net Banking,Success,591110,High
15714,7510,2023-01-31,7744.0,Credit Card,Success,782282,Very High
15715,29645,2025-07-13,4298.0,UPI,Success,297033,Low
15716,20942,2024-12-06,15314.0,UPI,Success,732484,Very High
15717,8491,2026-02-03,4039.0,Auto Debit,Success,412631,Medium
15718,11791,2025-05-15,15543.0,UPI,Success,714834,Very High
15719,21804,2024-04-10,2199.0,Auto Debit,Success,297662,Low
15720,8178,2026-01-01,23926.0,UPI,Success,334182,Medium
15721,12996,2025-03-09,24419.0,Debit Card,Success,210747,Low
15722,13810,2024-06-23,18032.0,Auto Debit,Success,713180,Very High
15723,28237,2023-10-25,15429.0,Debit Card,Success,589322,High
15724,15180,2025-05-29,14377.0,UPI,Success,198243,Low
15725,23946,2025-04-07,477.0,UPI,Success,359022,Medium
15726,17638,2025-11-26,8769.0,Debit Card,Success,205303,Low
15727,6514,2022-05-29,7166.0,Net Banking,Failed,725614,Very High
15728,24579,2022-03-31,23866.0,Debit Card,Success,534242,High
15729,15627,2022-01-27,9032.0,UPI,Success,210853,Low
15730,6953,2023-11-09,17944.0,Auto Debit,Success,580545,High
15731,20657,2023-02-02,18268.0,Debit Card,Success,426313,Medium
15732,15207,2022-11-12,3563.0,UPI,Failed,29756,Very Low
15733,11217,2025-06-29,24913.0,UPI,Success,614598,High
15734,11229,2025-04-20,14210.0,Net Banking,Success,792739,Very High
15735,599,2024-03-16,21725.0,Credit Card,Success,455837,Medium
15736,21989,2022-03-30,2395.0,Net Banking,Success,435894,Medium
15737,10797,2024-03-17,21988.0,Auto Debit,Success,482040,High
15738,29229,2024-02-11,10324.0,Debit Card,Success,702081,Very High
15739,24364,2023-01-22,5644.0,UPI,Success,401511,Medium
15740,955,2026-01-09,15234.0,UPI,Success,524906,High
15741,15994,2024-07-06,14638.0,UPI,Success,768045,Very High
15742,5648,2025-05-02,3478.0,Credit Card,Success,605892,High
15743,19661,2022-10-28,263.0,Credit Card,Success,523482,High
15744,24571,2023-07-18,270.0,Auto Debit,Success,477094,Medium
15745,25746,2024-10-02,2901.0,Net Banking,Success,537013,High
15746,10405,2023-09-30,4325.0,Auto Debit,Success,646462,Very High
15747,13694,2024-07-02,338.0,Credit Card,Success,193960,Low
15748,8793,2025-06-01,10851.0,Credit Card,Success,266245,Low
15749,14434,2023-07-26,5680.0,Credit Card,Success,463774,Medium
15750,25983,2025-10-01,2794.0,Net Banking,Success,656390,Very High
15751,21309,2023-07-27,3900.0,Credit Card,Success,746124,Very High
15752,23319,2023-03-27,21443.0,Debit Card,Success,443869,Medium
15753,13334,2025-01-16,10438.0,Net Banking,Success,522341,High
15754,10676,2024-11-02,22376.0,Debit Card,Success,771344,Very High
15755,7784,2022-03-01,18526.0,Net Banking,Success,241772,Low
15756,5593,2025-12-10,10605.0,Auto Debit,Success,355304,Medium
15757,16828,2023-08-12,5830.0,Net Banking,Success,659672,Very High
15758,17990,2022-03-25,5041.0,Debit Card,Success,557768,High
15759,26981,2025-05-09,7718.0,Net Banking,Success,754998,Very High
15760,834,2022-02-15,23890.0,Net Banking,Success,20406,Very Low
15761,17229,2025-05-24,14302.0,Credit Card,Success,442765,Medium
15762,23610,2022-12-07,22849.0,Debit Card,Success,549236,High
15763,13664,2023-01-30,8864.0,Credit Card,Success,55776,Very Low
15764,25310,2022-10-08,531.0,Auto Debit,Success,651225,Very High
15765,7878,2025-09-15,8442.0,Net Banking,Success,377757,Medium
15766,11826,2023-06-16,15003.0,UPI,Success,657553,Very High
15767,11329,2025-06-18,1209.0,Net Banking,Success,426926,Medium
15768,23881,2026-03-26,13383.0,Auto Debit,Success,311344,Low
15769,24528,2026-01-02,2106.0,Auto Debit,Success,401582,Medium
15770,23754,2023-07-05,17722.0,Credit Card,Success,24064,Very Low
15771,936,2023-03-18,13834.0,Auto Debit,Success,763865,Very High
15772,16773,2024-09-11,23232.0,Debit Card,Success,793244,Very High
15773,23396,2025-11-01,4679.0,Net Banking,Success,671063,Very High
15774,15606,2024-01-24,8761.0,UPI,Success,737513,Very High
15775,29220,2023-05-15,10124.0,Credit Card,Success,670033,Very High
15776,29952,2025-07-24,5139.0,Debit Card,Success,181137,Low
15777,20764,2025-12-26,21251.0,Credit Card,Success,57661,Very Low
15778,13847,2026-01-13,9323.0,UPI,Success,14707,Very Low
15779,20556,2026-01-10,4915.0,Auto Debit,Success,400526,Medium
15780,7512,2022-05-12,11289.0,Debit Card,Success,104499,Very Low
15781,21783,2026-02-22,20045.0,UPI,Success,311783,Low
15782,6042,2023-09-06,24022.0,UPI,Success,582780,High
15783,16895,2025-10-04,7600.0,UPI,Success,385165,Medium
15784,25008,2022-03-08,23955.0,UPI,Success,740040,Very High
15785,29680,2026-04-20,11371.0,Net Banking,Success,669897,Very High
15786,28367,2025-06-12,11948.0,UPI,Success,46696,Very Low
15787,18680,2025-09-21,8595.0,Debit Card,Success,422692,Medium
15788,1261,2025-07-05,19127.0,Credit Card,Success,738731,Very High
15789,988,2026-04-18,22147.0,Debit Card,Success,551288,High
15790,20531,2024-06-12,5479.0,Auto Debit,Success,746003,Very High
15791,29077,2025-03-30,4240.0,Net Banking,Success,508218,High
15792,3179,2023-03-25,19050.0,Debit Card,Success,318972,Medium
15793,20165,2023-09-27,3190.0,Net Banking,Success,176239,Low
15794,16166,2024-03-27,1285.0,Auto Debit,Success,367977,Medium
15795,26574,2025-05-04,702.0,Net Banking,Success,742072,Very High
15796,4147,2025-08-29,1388.0,Auto Debit,Success,773725,Very High
15797,15035,2023-05-24,20629.0,Credit Card,Success,658736,Very High
15798,37,2024-11-17,475.0,Net Banking,Failed,367858,Medium
15799,8072,2023-05-01,22237.0,UPI,Success,248079,Low
15800,26443,2024-08-03,18284.0,Credit Card,Success,141869,Very Low
15801,18576,2022-08-27,2325.0,UPI,Success,217858,Low
15802,26248,2022-02-02,16733.0,Net Banking,Success,180953,Low
15803,24031,2022-02-06,2609.0,Debit Card,Success,387821,Medium
15804,15888,2024-03-29,13320.0,Credit Card,Failed,356631,Medium
15805,16142,2025-06-30,23475.0,Debit Card,Success,477579,High
15806,25409,2023-10-05,16766.0,Net Banking,Success,488924,High
15807,4362,2026-01-26,1246.0,Credit Card,Success,378950,Medium
15808,20674,2022-04-27,5992.0,Auto Debit,Success,537967,High
15809,13514,2025-07-28,8355.0,Net Banking,Success,342048,Medium
15810,29262,2024-12-20,17810.0,Auto Debit,Success,402682,Medium
15811,12380,2022-09-16,18476.0,Auto Debit,Success,585702,High
15812,27487,2025-08-13,24123.0,Auto Debit,Success,128452,Very Low
15813,14742,2022-05-24,16082.0,Credit Card,Success,313440,Low
15814,11760,2022-06-23,2560.0,Auto Debit,Success,599107,High
15815,7318,2023-08-03,9419.0,Credit Card,Pending,544201,High
15816,7045,2023-03-19,5452.0,Credit Card,Success,431322,Medium
15817,29658,2025-06-19,6688.0,Credit Card,Success,626954,High
15818,8908,2025-07-15,5310.0,Debit Card,Success,500441,High
15819,6712,2025-03-17,337.0,Net Banking,Success,694843,Very High
15820,2644,2024-11-24,15686.0,Debit Card,Failed,416847,Medium
15821,23518,2025-03-31,13267.0,Auto Debit,Success,639044,High
15822,22750,2025-08-05,21647.0,Credit Card,Success,449270,Medium
15823,25690,2023-12-18,2556.0,Debit Card,Success,104365,Very Low
15824,21905,2025-07-26,15424.0,UPI,Success,673501,Very High
15825,20842,2025-03-12,21335.0,Auto Debit,Success,591659,High
15826,3391,2025-06-29,11567.0,Debit Card,Failed,496971,High
15827,18773,2022-06-22,6722.0,Auto Debit,Success,269032,Low
15828,10695,2022-04-29,8409.0,Credit Card,Success,338194,Medium
15829,25046,2022-01-16,10142.0,Auto Debit,Success,281150,Low
15830,16684,2023-03-26,19653.0,Net Banking,Success,530672,High
15831,2200,2023-06-29,14788.0,Credit Card,Success,504383,High
15832,9187,2024-01-29,20136.0,UPI,Pending,649810,Very High
15833,12503,2024-01-27,13213.0,Credit Card,Success,749507,Very High
15834,25857,2022-10-29,1258.0,Auto Debit,Success,753902,Very High
15835,27299,2024-08-29,4013.0,UPI,Success,677258,Very High
15836,22513,2026-04-02,19272.0,Debit Card,Failed,76741,Very Low
15837,10857,2023-10-02,11022.0,Credit Card,Success,681828,Very High
15838,26401,2025-05-11,20755.0,UPI,Pending,701751,Very High
15839,3027,2025-06-19,158.0,Auto Debit,Success,180519,Low
15840,17999,2022-01-13,4967.0,Debit Card,Success,428686,Medium
15841,23922,2024-06-08,20356.0,Debit Card,Success,151654,Very Low
15842,26974,2022-07-04,21192.0,Credit Card,Success,579648,High
15843,26653,2026-02-27,24967.0,Net Banking,Success,764534,Very High
15844,1547,2023-02-07,20782.0,Auto Debit,Pending,675715,Very High
15845,7912,2022-03-24,2157.0,Net Banking,Success,732006,Very High
15846,18737,2026-01-31,12500.0,Debit Card,Success,753484,Very High
15847,9364,2025-09-21,22188.0,Debit Card,Success,220349,Low
15848,13899,2025-01-09,24027.0,Auto Debit,Success,760265,Very High
15849,8571,2025-02-06,12640.0,UPI,Success,75026,Very Low
15850,26994,2025-05-01,11539.0,UPI,Success,608834,High
15851,21039,2022-09-27,6406.0,Credit Card,Success,782473,Very High
15852,14250,2022-02-15,16304.0,Auto Debit,Pending,216425,Low
15853,9348,2024-05-10,4445.0,UPI,Success,525943,High
15854,4300,2023-12-14,15776.0,Debit Card,Success,585433,High
15855,12050,2023-03-03,1917.0,UPI,Success,771564,Very High
15856,10068,2025-02-09,2895.0,Debit Card,Success,462995,Medium
15857,7309,2024-10-24,6401.0,Net Banking,Success,89454,Very Low
15858,11026,2024-06-26,20362.0,Debit Card,Success,460565,Medium
15859,12786,2023-06-20,22455.0,UPI,Success,598200,High
15860,5722,2022-09-15,19858.0,Auto Debit,Success,143045,Very Low
15861,21458,2024-03-14,22868.0,Credit Card,Success,693168,Very High
15862,2459,2023-08-30,18151.0,Net Banking,Success,58098,Very Low
15863,7581,2024-01-05,13530.0,Debit Card,Success,798742,Very High
15864,28470,2024-02-06,7382.0,Credit Card,Success,269866,Low
15865,328,2022-09-06,9224.0,Credit Card,Success,482004,High
15866,4418,2023-04-02,7762.0,Debit Card,Success,476127,Medium
15867,18539,2024-02-07,1420.0,UPI,Success,317660,Medium
15868,24386,2024-03-05,19146.0,Debit Card,Success,278856,Low
15869,21416,2023-11-18,5317.0,Debit Card,Success,20764,Very Low
15870,21453,2025-04-08,9049.0,UPI,Success,179228,Low
15871,24112,2023-09-02,6733.0,Debit Card,Success,294581,Low
15872,18760,2023-10-18,22037.0,Debit Card,Success,323136,Medium
15873,640,2025-11-01,7493.0,Auto Debit,Success,362301,Medium
15874,27032,2022-10-13,21875.0,Credit Card,Success,173444,Low
15875,18594,2022-04-09,19138.0,Debit Card,Pending,303713,Low
15876,19963,2023-10-15,16312.0,Net Banking,Success,198104,Low
15877,11220,2024-03-02,12884.0,UPI,Pending,643776,Very High
15878,16087,2022-12-28,23970.0,Auto Debit,Success,168990,Low
15879,18170,2024-09-10,6611.0,Debit Card,Success,68186,Very Low
15880,1638,2022-09-22,21857.0,Auto Debit,Pending,119033,Very Low
15881,4717,2024-09-18,13963.0,Credit Card,Success,153243,Very Low
15882,5238,2024-03-02,8127.0,UPI,Success,495154,High
15883,2142,2023-02-25,4532.0,Credit Card,Success,85986,Very Low
15884,18941,2023-09-05,2177.0,Debit Card,Success,703763,Very High
15885,9540,2024-06-05,20184.0,Debit Card,Success,262865,Low
15886,15149,2022-06-29,18270.0,Credit Card,Success,164897,Low
15887,26084,2022-08-29,8076.0,Net Banking,Failed,97869,Very Low
15888,15130,2024-10-03,8824.0,UPI,Success,477983,High
15889,7725,2026-02-20,20010.0,Debit Card,Success,317725,Medium
15890,24785,2022-09-15,16591.0,Credit Card,Pending,482801,High
15891,28757,2024-05-02,16403.0,UPI,Success,350376,Medium
15892,10472,2022-08-30,13552.0,UPI,Success,418257,Medium
15893,6456,2022-03-22,3207.0,Debit Card,Success,284903,Low
15894,1279,2024-01-01,8680.0,Credit Card,Success,26913,Very Low
15895,11738,2025-08-19,21386.0,UPI,Success,287356,Low
15896,1893,2025-08-20,15464.0,Credit Card,Success,531856,High
15897,24604,2025-03-06,24696.0,UPI,Success,658520,Very High
15898,28541,2022-03-20,10511.0,Debit Card,Success,543198,High
15899,26082,2025-02-01,24250.0,UPI,Success,121183,Very Low
15900,26852,2023-09-24,9422.0,Debit Card,Pending,584238,High
15901,12387,2023-05-10,8322.0,Credit Card,Success,401472,Medium
15902,9020,2022-11-06,21757.0,Net Banking,Success,388589,Medium
15903,13974,2022-10-02,18559.0,Net Banking,Success,386448,Medium
15904,17496,2022-04-30,17251.0,Credit Card,Success,115448,Very Low
15905,29608,2023-07-05,8793.0,Net Banking,Success,323917,Medium
15906,18909,2025-09-21,5294.0,UPI,Success,455015,Medium
15907,23237,2025-04-14,491.0,Auto Debit,Success,146259,Very Low
15908,9185,2025-03-16,13244.0,Credit Card,Success,363462,Medium
15909,24125,2023-03-30,13128.0,UPI,Success,442487,Medium
15910,23923,2023-07-14,8262.0,Credit Card,Success,181681,Low
15911,18512,2024-09-10,3892.0,Credit Card,Success,50854,Very Low
15912,15217,2024-04-01,7750.0,Auto Debit,Success,365437,Medium
15913,25737,2023-11-08,10774.0,Auto Debit,Success,81740,Very Low
15914,8235,2025-08-15,22845.0,Debit Card,Pending,761989,Very High
15915,7224,2024-06-11,2206.0,Debit Card,Success,305639,Low
15916,20102,2023-06-17,24140.0,Debit Card,Success,302619,Low
15917,9797,2023-11-05,20526.0,Debit Card,Success,585757,High
15918,9167,2022-04-27,7235.0,UPI,Success,635260,High
15919,9564,2024-11-11,23674.0,UPI,Success,705689,Very High
15920,27655,2022-03-10,18196.0,UPI,Success,305415,Low
15921,24277,2024-01-18,16474.0,Credit Card,Success,716336,Very High
15922,7789,2023-12-18,19712.0,Net Banking,Success,643295,Very High
15923,24555,2023-04-01,15203.0,Debit Card,Success,761152,Very High
15924,14812,2022-12-20,1698.0,Debit Card,Success,454249,Medium
15925,11640,2025-12-23,1010.0,Net Banking,Success,550411,High
15926,23847,2024-10-19,22933.0,Auto Debit,Success,371730,Medium
15927,9323,2025-10-06,20450.0,Net Banking,Failed,412993,Medium
15928,27477,2025-07-02,21782.0,Debit Card,Pending,511422,High
15929,16146,2023-07-06,14175.0,Debit Card,Success,59518,Very Low
15930,8695,2023-04-13,2330.0,Credit Card,Success,193799,Low
15931,24202,2022-01-08,24080.0,Auto Debit,Success,74696,Very Low
15932,2577,2024-03-18,22862.0,Debit Card,Success,256093,Low
15933,28123,2025-12-02,6972.0,UPI,Success,533984,High
15934,2381,2025-12-27,13755.0,Debit Card,Success,191331,Low
15935,18732,2024-01-28,14497.0,Debit Card,Success,758860,Very High
15936,21624,2022-02-16,19647.0,Auto Debit,Success,677601,Very High
15937,25496,2022-10-03,14424.0,Net Banking,Success,150366,Very Low
15938,14429,2023-01-26,7063.0,Debit Card,Success,477369,Medium
15939,17018,2023-01-25,6867.0,Debit Card,Success,20902,Very Low
15940,14400,2023-01-12,10033.0,UPI,Success,516788,High
15941,21873,2025-08-22,3295.0,Auto Debit,Success,108894,Very Low
15942,1899,2023-10-29,22680.0,Auto Debit,Success,314034,Low
15943,11015,2022-03-02,18231.0,Debit Card,Success,723444,Very High
15944,2473,2025-09-11,22416.0,Auto Debit,Success,703118,Very High
15945,25413,2026-01-24,19470.0,UPI,Success,335295,Medium
15946,3527,2022-04-24,1943.0,Auto Debit,Success,799050,Very High
15947,17985,2023-09-20,5478.0,Net Banking,Success,265879,Low
15948,20066,2025-05-10,11208.0,Net Banking,Success,126100,Very Low
15949,20094,2022-05-13,15855.0,UPI,Success,214004,Low
15950,18295,2022-06-09,13272.0,UPI,Success,741048,Very High
15951,11519,2022-04-22,18957.0,Credit Card,Success,742215,Very High
15952,4390,2022-11-15,4199.0,Debit Card,Success,397747,Medium
15953,5714,2024-03-09,22458.0,UPI,Success,378576,Medium
15954,29833,2024-03-15,21812.0,Auto Debit,Success,757801,Very High
15955,5365,2023-12-10,17795.0,Credit Card,Success,696442,Very High
15956,3989,2023-10-12,12695.0,UPI,Success,458185,Medium
15957,21564,2023-02-04,271.0,Net Banking,Pending,249015,Low
15958,3698,2022-06-30,5298.0,UPI,Success,346849,Medium
15959,6985,2025-06-12,4452.0,Credit Card,Success,449862,Medium
15960,29798,2024-03-09,9377.0,Net Banking,Success,116512,Very Low
15961,3766,2025-01-09,20258.0,Debit Card,Success,191047,Low
15962,19700,2026-01-18,3416.0,UPI,Success,741407,Very High
15963,19766,2024-12-22,12627.0,UPI,Success,705046,Very High
15964,25834,2026-01-18,11118.0,Net Banking,Success,529566,High
15965,14496,2023-11-27,8079.0,UPI,Success,502625,High
15966,10439,2024-01-23,14164.0,Auto Debit,Pending,607913,High
15967,22064,2026-01-07,17509.0,UPI,Success,78092,Very Low
15968,1399,2024-04-25,10825.0,Auto Debit,Success,118229,Very Low
15969,15131,2023-11-14,3570.0,Auto Debit,Success,533676,High
15970,19969,2024-12-22,4594.0,Net Banking,Success,583123,High
15971,18480,2023-02-23,14543.0,Net Banking,Success,236994,Low
15972,573,2026-01-02,21277.0,Debit Card,Success,497834,High
15973,11351,2023-08-20,17234.0,Credit Card,Success,447121,Medium
15974,1316,2023-08-19,7017.0,UPI,Success,134746,Very Low
15975,14420,2022-01-29,20195.0,UPI,Pending,548523,High
15976,28052,2025-10-30,24253.0,Net Banking,Success,71760,Very Low
15977,11258,2024-11-29,843.0,Debit Card,Success,272632,Low
15978,11403,2023-08-13,4960.0,Debit Card,Success,112194,Very Low
15979,5074,2026-04-15,21969.0,Auto Debit,Success,785603,Very High
15980,1766,2023-01-27,18006.0,Auto Debit,Success,646443,Very High
15981,904,2022-08-14,8514.0,Net Banking,Pending,204147,Low
15982,2802,2023-02-13,20774.0,UPI,Success,440848,Medium
15983,7174,2022-11-22,17016.0,Debit Card,Success,305863,Low
15984,22045,2023-07-18,20031.0,Auto Debit,Success,437598,Medium
15985,8266,2024-07-06,505.0,UPI,Success,356494,Medium
15986,22897,2023-07-31,21444.0,Auto Debit,Success,680256,Very High
15987,15169,2025-01-31,22622.0,Credit Card,Success,602164,High
15988,9675,2025-11-25,4742.0,Debit Card,Success,129940,Very Low
15989,18130,2026-02-07,12528.0,Credit Card,Success,445847,Medium
